patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07880883,20110201,"Fluid flow computation, visualization, and analysis",12130798,20090234595,20090917,"This document discusses, among other things, systems, devices and methods for fluid flow analysis for example, in an education environment. The light source, for example, a laser, is housed to illuminate particles in a fluid while minimizing exposure to the user. A control unit is provided that is remote from the fluid flow device. The fluid flow device further includes a removable fluid obstacle such that different fluid flow effects can be obtained. A computational unit is provided to perform computational fluid flow dynamics analysis on fluid flow models. The computed data can then be compared to the test data from the fluid flow analysis device.",[Murat Okcay][Bilgehan Uygar Oztekin],[Interactive Flow Studies Corporation],"The present application is a Continuation-In-Part of U.S. patent application Ser. No. 11/974,260, filed Oct. 12, 2007 now U.S. Pat. No. 7,663,754, and titled FLUID FLOW VISUALIZATION AND ANALYSIS, and having the same inventors as the present patent application. U.S. patent application Ser. No. 11/974,260 is hereby incorporated by reference in its entirety for any purpose.",20080530,This invention was made with government support from the National Science Foundation (NSF) under NSF Grant No. IIP-0740550. The United States Government has certain rights in this invention.,11974260,12130798,"",""
07881671,20110201,Method and system for retrieving information from wireless sensor nodes,11406070,20070243827,20071018,"A system supporting data retrieval from a plurality of wireless sensor nodes is defined. The system includes the plurality of wireless sensor nodes and a data retrieval device. The plurality of wireless sensor nodes include a transceiver receiving a first signal and transmitting a second signal. The second signal includes a sensed datum or an encoded statistic based on the sensed datum identified at the plurality of wireless sensor nodes. The data retrieval device includes a plurality of antennas transmitting the first signal toward the plurality of wireless sensor nodes and receiving the second signal from the plurality of wireless sensor nodes, and a processor coupled to receive the received second signal from the plurality of antennas, the processor defining a virtual receive signal from the received second signal for the plurality of antennas and processing the defined virtual receive signal to determine the identified sensed datum.",[Akbar M. Sayeed][Thiagarajan Sivanadyan],[Wisconsin Alumni Research Foundation],"",20060418,This invention was made with U.S. government support awarded by the following agencies: NSF 0431088. The U.S. government has certain rights in this invention.,"","","",""
07881764,20110201,Physiological recording device,12340951,"","","The present invention relates to a dry physiological recording electrode that can be used without skin preparation or the use of electrolytic gels. The dry physiological recording electrode comprising a substrate having an upper and a lower surface, and at least one penetrator(s) protruding from the upper surface of the substrate. The penetrator(s) is capable of piercing through the stratum corneum or outer layer of the skin, and transmitting an electric potential from the lower layers of the epidermis through the penetrator(s) which can be measured, or detecting agents from the lower layers of the epidmermis primarily the stratum germinativum layer. At least one epidermis stop may be provided resulting in the formation of detritus troughs interposed between adjacent penetrator(s) and epidermis stops. The present invention also includes a method of sensing biopotentials in the skin.",[Robert N. Schmidt][Frederick J. Lisy][Gerard G. Skebe][Troy S. Prince],[Orbital Reseach Inc.],"This application is a continuation of U.S. patent application Ser. No. 11/906,234 filed on Oct. 1, 2007, which issued as U.S. Pat. No. 7,489,959 on Feb. 10, 2009 and which was a continuation of U.S. patent application Ser. No. 11/401,559 filed on Apr. 11, 2006, which issued as U.S. Pat. No. 7,286,864 on Oct. 23, 2007 and which was a continuation of U.S. patent application Ser. No. 10/874,075 filed on Jun. 22, 2004, which issued as U.S. Pat. No. 7,032,301 on Apr. 25, 2006 and which was a continuation of U.S. patent application Ser. No. 09/949,044 filed on Sep. 7, 2001, which issued as U.S. Pat. No. 6,785,569 on Aug. 31, 2004.",20081222,The U.S. Government has a paid-up license in this invention and the right in limited circumstances to require the patent owner to license others on reasonable terms provided for by the terms of grant number 1R43 NS37631-01 awarded by the National Institute of Neurological Disorder and Stroke of the National Institute of Health and grant number DMI-0109733 awarded by the National Science Foundation.,11906234,12340951,"",""
07882701,20110208,Microfabricated mechanical frequency multiplier,11849956,20080024038,20080131,"A high-bandwidth MEMS actuation system includes actuator pairs coupled in parallel to a stage, each actuator energizable in a drive direction against a bias to an energized position, and movable upon deenergization, to the rest position to define an actuation cycle. The actuators are asymmetric, with an energization frequency greater than a bias frequency, and are opposably coupled to one another. A pulse generator alternately transmits pulses to the actuators, at an alternation frequency greater than the bias frequency. The pulse generator transmits the energization pulses to each of the actuator pairs sequentially at a sequence frequency greater than the cycle frequency. The actuators are each movable from energized to rest positions faster than the bias frequency, and the actuator pairs are sequentially energizable faster than the cycle frequency, wherein the stage is movable in one degree of freedom at a bandwidth of at least four times the cycle frequency.",[Shih-Chi Chen][Martin L. Culpepper],[Massachusetts Institute of Technology],"This application is a Continuation In Part of co-pending U.S. patent application Ser. No. 11/037,866 entitled Multiple Degree of Freedom Micro Electro-Mechanical System Positioner and Actuator, filed on Jan. 18, 2005, now U.S. Pat. No. 7,451,596 the contents of which are incorporated herein by reference in their entirety for all purposes.",20070904,"This invention was made with government support under Contract Number DMI-0348242, awarded by the National Science Foundation, and Contract Number 1-R21-CA118400-01, awarded by the National Cancer Institute/U.S. National Institutes of Health. The government has certain rights in the invention.",11037866,11849956,"",""
07882909,20110208,Personal vehicle,11901137,20080066974,20080320,"A personal vehicle comprises a frame with a seat, two large, non-drive wheels connected by an axle at one end of the frame, an elongated swing arm attached to the axle, a pair of caster wheels connected to the frame opposite the large, non-drive wheels and a main drive wheel mounted to a fork and connected to the swing arm. The main drive wheel is located central the vehicle frame, intermediate the frame sides and intermediate frame front and rear sections.",[Jonathan L. Pearlman][Rory Cooper],[University of Pittsburgh],"This application claims the benefit of U.S. Provisional Application No. 60/844,483, filed on Sep. 14, 2006, incorporated herein by reference.",20070914,"The invention was made with government support under Federal Grant Numbers NSF EEC 0552351, DGE0333420 and H133E990001 by the National Science Foundation. The United States Government has certain rights to the invention.","","","",""
07883609,20110208,Ice modification removal and prevention,10466940,20040149734,20040805,"An alternating electric field is applied to ice () to generate a resistive AC having a frequency greater than 1000 Hz in interfacial ice at interface (). A first electrode () and a second electrode () proximate to the interface are separated by an electrical insulator (). An AC power source () provides a voltage of about 10 to 500 volts across the electrodes to create the alternating electric field. A portion of the capacitive AC associated with the alternating electric field is present in the interfacial ice as conductivity (resistive) AC, which causes dielectric loss heating in the interfacial ice.",[Victor Petrenko][Charles Sullivan][Lev Deresh],[The Trustees of Dartmouth College],"This application claims priority to: U.S. provisional application Ser. No. 60/262,775, filed 19 Jan. 2001; U.S. provisional application Ser. No. 60/263,943, filed 24 Jan. 2001; U.S. provisional application Ser. No. 60/272,747, filed 1 Mar. 2001; U.S. provisional application Ser. No. 60/283,670, filed 12 Apr. 2001; U.S. patent application Ser. No. 09/872,295, filed 1 Jun. 2001; U.S. provisional application Ser. No. 60/299,693, filed 20 Jun. 2001; U.S. patent application Ser. No. 09/971,287, filed 4 Oct. 2001; U.S. patent application Ser. No. 09/970,555, filed 4 Oct. 2001; U.S. patent application Ser. No. 09/976,210, filed 11 Oct. 2001; U.S. patent application entitled Plasma-Based De-Icing, Ser. No. 10/043,752, filed 9 Jan. 2002 under Express Mail label EL820327193US; U.S. provisional application entitled Melting And Prevention Of Freezer Ice With High-Frequency Electric Field, Ser. No. 60/347,699, filed 11 Jan. 2002 under Express Mail label EL743675605US.This application claims the benefit of U.S. provisional application Ser. No. 60/299,693, filed Jun. 20, 2001, of U.S. provisional application Ser. No. 60/283,670, filed Apr. 12, 2001, of U.S. provisional application Ser. No. 60/272,747, filed Mar. 1, 2001, of U.S. provisional application Ser. No. 60/263,943, filed Jan. 24, 2001, and of U.S. provisional application Ser. No. 60/262,775, filed Jan. 19, 2001, and of U.S. provisional application entitled Melting And Prevention Of Freezer Ice With High-Frequency Electric Field, Ser. No. 60/347,699, filed Jan. 11, 2002 under Express Mail label EL743675605US.This application is also a continuation-in-part application of commonly-owned and U.S. patent application entitled Plasma-Based De-Icing, Ser. No. 10/043,752, filed Jan. 9, 2002, now U.S. Pat. No. 7,138,599 under Express Mail label EL820327193US. This application is also a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/872,295, filed Jun. 1, 2001, which is a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/426,685, filed Oct. 25, 1999, which is a divisional application of U.S. patent application Ser. No. 09/094,779, filed Jun. 15, 1998, issued as U.S. Pat. No. 6,027,075 on Feb. 22, 2000. This application is also a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/971,287, filed Oct. 4, 2001, which is a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/426,685, filed Oct. 25, 1999, which is a divisional application of U.S. patent application Ser. No. 09/094,779, filed Jun. 15, 1998, issued as U.S. Pat. No. 6,027,075 on Feb. 22, 2000. This application is also a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/970,555, filed Oct. 4, 2001, which is a continuation-in-part application of commonly-owned and co-pending U.S. patent application Ser. No. 09/426,685, filed Oct. 25, 1999, which is a divisional application of U.S. patent application Ser. No. 09/094,779, filed Jun. 15, 1998, issued as U.S. Pat. No. 6,027,075 on Feb. 22, 2000; and which is also a continuation-in-part application of commonly-owned PCT application PCT/US00/35529, filed 28 Dec. 2000, which claims the benefit of U.S. provisional application Ser. No. 60/173,920, filed Dec. 30, 1999, now abandoned. This application is also a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/976,210, filed Oct. 11, 2001, is also a continuation-in-part application of commonly-owned and co-pending U.S. patent application Ser. No. 09/426,685, filed Oct. 25, 1999, which is a divisional application of U.S. patent application Ser. No. 09/094,779, filed Jun. 15, 1998, issued as U.S. Pat. No. 6,027,075 on Feb. 22, 2000. This application is also a continuation-in-part application of commonly-owned PCT application PCT/US00/35529, filed 28 Dec. 2000, which claims the benefit of U.S. provisional application Ser. No. 60/173,920, filed Dec. 30, 1999, now abandoned. This application is also a continuation-in-part application of commonly-owned and copending U.S. patent application Ser. No. 09/426,685, filed Oct. 25, 1999, which is a divisional application of U.S. patent application Ser. No. 09/094,779, filed Jun. 15, 1998, issued as U.S. Pat. No. 6,027,075 on Feb. 22, 2000. This application is also a continuation-in-part application of commonly-owned PCT application PCT/US00/05665, filed 1 Mar. 2000, which claimed the benefit of U.S. provisional application Ser. No. 60/122,463, filed 1 Mar. 1999, now abandoned, and provisional application Ser. No. 60/131,082, filed 26 Apr. 1999, now abandoned, and which is a continuation-in-part application of commonly-owned PCT application PCT/US99/28330, filed 30 Nov. 1999, which claims the benefit of U.S. provisional application Ser. No. 60/110,440, filed Dec. 1, 1998, now abandoned, the benefit of U.S. provisional application Ser. No. 60/122,463 filed Mar. 1, 1999, now abandoned, and the benefit of U.S. provisional application Ser. No. 60/131,082 filed Apr. 26, 1999, now abandoned. This application is also a continuation-in-part application of commonly-owned PCT application PCT/US99/28330, filed 30 Nov. 1999, which claims the benefit of U.S. provisional application Ser. No. 60/110,440, filed Dec. 1, 1998, now abandoned, the benefit of U.S. provisional application Ser. No. 60/122,463 filed Mar. 1, 1999, now abandoned, and the benefit of U.S. provisional application Ser. No. 60/131,082 filed Apr. 26, 1999, now abandoned. This application is also a continuation-in-part application of commonly-owned copending PCT application PCT/US99/25124, filed 26 Oct. 1999, which claims the benefit of U.S. provisional application Ser. No. 60/105,782, filed 27 Oct. 1998, now abandoned, each of which is hereby incorporated by reference.",20020122,"The U.S. Government has certain rights in this invention as provided for by the terms of Grant No. DAAH 04-95-1-0189, awarded by the Army Research Office, and of Grant No. MSS-9302792, awarded by the National Science Foundation.",10043752,10466940,20040223,PCT/US02/01858
07883684,20110208,Colorless single-crystal CVD diamond at rapid growth rate,11438260,20070196263,20070823,"The present invention relates to a method for producing colorless, single-crystal diamonds at a rapid growth rate. The method for diamond production includes controlling temperature of a growth surface of the diamond such that all temperature gradients across the growth surface of the diamond are less than about 20° C., and growing single-crystal diamond by microwave plasma chemical vapor deposition on the growth surface of a diamond at a growth temperature in a deposition chamber having an atmosphere, wherein the atmosphere comprises from about 8% to about 20% CHper unit of Hand from about 5 to about 25% Oper unit of CH. The method of the invention can produce diamonds larger than 10 carats. Growth rates using the method of the invention can be greater than 50 μm/hour.",[Russell J. Hemley][Ho-kwang Mao][Chih-shiue Yan],[Carnegie Institution of Washington],"This application claims priority of copending provisional Application No. 60/684,168, filed on May 25, 2005.",20060523,This invention was made with Government support under Grant No. EAR-0421020 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
07883831,20110208,Method for translating a structured beam of energetic particles across a substrate in template mask lithography,12026445,20090042137,20090212,"The present inventors have developed an accurate method for forming a plurality of images on a substrate. The present method provides an improved pattern replication technique that provides submicron resolution, for example 20 nm or less, especially 10 nm or less. The method may involve moving a structured beam of energetic radiation across a target substrate. The motion of an image of the template mask on the substrate is achieved by tilting a mask and substrate assembly relative to the axis of the incident beam. The technique does not require high precision motion of the template mask relative to the target substrate. The energetic radiation may comprise energetic particles. The technique is insensitive to particle energy and can be applied to uncharged, neutral particles.",[John C. Wolfe][Barry Craver],[University of Houston],"This application claims priority to and benefit of U.S. Provisional Application Ser. No. 60/899,576, filed on Feb. 5, 2007, entitled: METHOD FOR TRANSLATING A STRUCTURED BEAM OF ENERGETIC PARTICLES ACROSS A SUBSTRATE IN TEMPLATE MASK LITHOGRAPHY, by inventors John C. Wolfe and Barry Craver, hereby incorporated herein by reference. This application is a continuation in part and claims priority to and benefit of U.S. patent application Ser. No. 10/515,041, by inventors John C. Wolfe and Paul Ruchhoeft, hereby incorporated herein by reference, which claims priority to and benefit of U.S. Provisional Application Ser. No. 60/381,924, filed on May 20, 2002 and U.S. Provisional Application Ser. No. 60/381,925, filed on May 20, 2002, each hereby incorporated herein by reference.",20080205,"The present invention was made in part with United States Government support under: a grant awarded by the National Science Foundation, grant number DMI-0521523; a grant awarded by the National Science Foundation, grant number ECS-0404308; and a grant awarded by the United States Air Force Office of Scientific Research, grant number FA9550-06-1-0401. The U.S. Government has certain rights in this invention.","","","",""
07883839,20110208,Method and apparatus for nano-pantography,11633233,20070131646,20070614,"A method is provided for creating a plurality of substantially uniform nano-scale features in a substantially parallel manner in which an array of micro-lenses is positioned on a surface of a substrate, where each micro-lens includes a hole such that the bottom of the hole corresponds to a portion of the surface of the substrate. A flux of charged particles, e.g., a beam of positive ions of a selected element, is applied to the micro-lens array. The flux of charged particles is focused at selected focal points on the substrate surface at the bottoms of the holes of the micro-lens array. The substrate is tilted at one or more selected angles to displace the locations of the focal points across the substrate surface. By depositing material or etching the surface of the substrate, several substantially uniform nanometer sized features may be rapidly created in each hole on the surface of the substrate in a substantially parallel manner.",[Vincent M Donnelly][Demetre J. Economou][Paul Ruchhoeft][Lin Xu][Sri Charan Vemula][Manish Kumar Jain],[University of Houston],"This application claims priority to U.S. Provisional Patent application Ser. No. 60/748,541, filed Dec. 8, 2005.",20061204,This invention was made with government support under University of Houston account number 5-51-956 awarded by the National Science Foundation.,"","","",""
07884088,20110208,Functionalized organic oligomers using homogeneous modification method for molecular binding,11099195,20050249696,20051110,"A method of homogeneously forming functionalized biocompatible oligomers includes the steps of dissolving a biocompatible oligomer in a solvent to form a solution, and admixing at least one π complex forming group to the solution, wherein the π complex forming group grafts to at least one location on the backbone of the oligomer to form a grafted oligomer. The oligomer is preferably oligochitosan and the solvent is preferably dimethylsulfoxide (DMSO). The degree of graft substitution can be at least 50%. The functionalized biocompatible oligomer can be used for drug detoxification through binding to a variety of target drugs.",[Dong-Won Lee][Ronald Howard Baney],"[University of Florida Research Foundation, Inc.]","This application claims the benefit of Provisional Patent Application No. 60/559,674 entitled &#x201C;FUNCTIONALIZED ORGANIC OLIGOMERS USING HOMOGENEOUS MODIFICATION METHOD&#x201D; filed on Apr. 5, 2004, which is hereby incorporated by reference into the present application in its entirety.",20050405,The United States Government has rights in this invention pursuant to National Science Foundation (NSF) Grant No. EEC-94-02989.,"","","",""
07884446,20110208,Femtosecond laser-induced formation of submicrometer spikes on a semiconductor substrate,12235086,20090014842,20090115,"The present invention generally provides semiconductor substrates having submicron-sized surface features generated by irradiating the surface with ultra short laser pulses. In one aspect, a method of processing a semiconductor substrate is disclosed that includes placing at least a portion of a surface of the substrate in contact with a fluid, and exposing that surface portion to one or more femtosecond pulses so as to modify the topography of that portion. The modification can include, e.g., generating a plurality of submicron-sized spikes in an upper layer of the surface.",[Eric Mazur][Mengyan Shen],[President &amp; Fellows of Harvard College],"The present application is a divisional application of U.S. patent application Ser. No. 11/196,929, which was filed on Aug. 4, 2005, and is herein incorporated by reference. This application is a continuation-in-part of U.S. patent application Ser. No. 10/950,248 entitled &#x201C;Manufacture of Silicon-Based Devices Having Disordered Sulfur-Doped Surface Layers,&#x201D; filed on Sep. 24, 2004, and U.S. patent application Ser. No. 10/950,230, entitled &#x201C; Silicon-Based Visible And Near-Infrared Optoelectric Devices,&#x201D; filed on Sep. 24, 2004, both of which are herein incorporated by reference in their entirety. The present application is also related to U.S. patent application Ser. No. 10/155,429, entitled &#x201C; Systems and Methods for Light Absorption and Field Emission Using Microstructured Silicon,&#x201D; filed on May 24, 2002, which is also herein incorporated by reference in its entirety.",20080922,The invention was made with Government Support under contract DE-FC36-01GO11053 awarded by Department of Energy and under grant NSF-PHY-0117795 awarded by National Science Foundation and. The Government has certain rights in the invention.,11196929,12235086,"",""
07884450,20110208,Growth of boron nanostructures with controlled diameter,12413275,20090253580,20091008,"A process for growth of boron-based nanostructures, such as nanotubes and nanowires, with a controlled diameter and with controlled chemical (such as composition, doping) as well as physical (such as electrical and superconducting) properties is described. The boron nanostructures are grown on a metal-substituted MCM-41 template with pores having a uniform pore diameter of less than approximately 4 nm, and can be doped with a Group Ia or Group IIa electron donor element during or after growth of the nanostructure. Preliminary data based on magnetic susceptibility measurements suggest that Mg-doped boron nanotubes have a superconducting transition temperature on the order of 100 K.",[Lisa Pfefferle][Dragos Ciuparu],[Yale University],"This application is a continuation of U.S. patent application Ser. No. 11/011,504, filed Dec. 13, 2004, issued as U.S. Pat. No. 7,531,892 on May 12, 2009, which in turn claims the benefit of U.S. provisional Patent Application No. 60/528,691, filed Dec. 11, 2003, and U.S. provisional Patent Application No. 60/559,724, filed Apr. 6, 2004, the contents of which are incorporated herein by reference in their entirety.",20090327,"This invention was made with government support under Contract Number CHE-0335218, awarded by NSF&#x2014;Small grant for innovative research. The Government has certain rights in the invention.",11011504,12413275,"",""
07886283,20110208,Phantom serializing compiler and method of operation of same,11227781,20060112377,20060525,"An alternative to a real time operating system (RTOS) is provided based on serializing compilers. A serializing compiler can transform a multitasking application into an equivalent and optimized monolithic sequential code, to be compiled with the embedded processor's native optimizing compiler, effectively filling the RTOS gap. The serializing compiler can analyze the tasks at compile time and generate a fine-tuned, application specific infrastructure to support multitasking, resulting in a more efficient executable than one that is intended to run on top of a generic RTOS. By having control over the application execution and context switches, the serializing compiler enables the fine grain control of task timing while enhancing overall performance. The serializing compiler technology strengthens existing compilers, making them timing and task-aware. The Phantom compiler provides a fully automated mechanism to synthesize a single threaded, ANSI C/C++ program from a multithreaded C/C++ (extended with POSIX) program.",[Andre Nacul][Tony Givargis],[The Regents of the University of California],"The present application is related to U.S. Provisional Patent Application Ser. No. 60/610,705, filed on Sep. 17, 2004, which is incorporated herein by reference and to which priority is claimed pursuant to 35 USC 119.",20050914,"This invention is made with Government Support under Grant No. 0205712, awarded by the National Science Foundation. The Government has certain rights in this invention.","","","",""
07887508,20110215,MEMS device and method for delivery of therapeutic agents,11686310,20080039792,20080214,"Embodiments of an implantable device for delivering a therapeutic agent to a patient includes a reservoir configured to contain a liquid comprising the therapeutic agent and a cannula in fluid communication with the reservoir. The device and related methods may provide such features as constant-flow operation, an electrolytic mode of pumping, and/or wireless communication.",[Ellis Meng][Yu-Chong Tai][Mark S. Humayun][Rajat Agrawal][Ronalee Lo][Jason Shih][Kenrick Kuwahara][Po-Ying Li][Damien Rodger][Po-Jui Chen],[The University of Southern California],"This application claims the benefit of U.S. Provisional Patent Application No. 60/781,969, filed Mar. 14, 2007, entitled &#x201C;Provisional Patent Report: Implantable MEMS Ocular Drug Delivery System,&#x201D; which is incorporated in its entirety by reference herein.",20070314,"Work leading to the invention described herein was supported by the U.S. Government, so the U.S. Government has certain rights to the invention pursuant to Grant No. EEC-0310723 awarded by the National Science Foundation.","","","",""
07887774,20110215,Methods for selective functionalization and separation of carbon nanotubes,12496100,20100028247,20100204,"The present invention is directed toward methods of selectively functionalizing carbon nanotubes of a specific type or range of types, based on their electronic properties, using diazonium chemistry. The present invention is also directed toward methods of separating carbon nanotubes into populations of specific types or range(s) of types via selective functionalization and electrophoresis, and also to the novel compositions generated by such separations.","[Michael S. Strano][Monica Usrey][Paul Barone][Christopher A. Dyke][James M. Tour][W. Carter Kittrell][Robert H Hauge][Richard E. Smalley][Irene Marie Marek, legal representative]",[William Marsh Rice University],"This application is a divisional application of U.S. patent application Ser. No. 10/566,073, filed Jan. 26, 2006, now U.S. Pat. No. 7,572,426 which is a 35 U.S.C. &#xA7;371 National Stage entry of PCT Application serial no. PCT/US2004/024507, filed Jul. 29, 2004, which claims priority to U.S. Provisional Patent Application Ser. No. 60/490,755, filed Jul. 29, 2003. These priority applications are incorporated by reference herein in their entirety.",20090701,"The present invention was made in with support from the Robert A. Welch Foundation, Grant No. C-0689; the National Aeronautics and Space Administration, Grant Nos. NASA-JSC-NCC-9-77 and NASA TiiMS NCC-01-0203; the National Science Foundation, Grant Nos. DMR-0073046 and EEC-0118007; and the Air Force Office of Scientific Research, Grant No. F49620-01-1-0364.",10566073,12496100,"",""
07888017,20110215,Non-invasive fetal genetic screening by digital analysis,11701686,20070202525,20070830,"The present methods are exemplified by a process in which maternal blood containing fetal DNA is diluted to a nominal value of approximately 0.5 genome equivalent of DNA per reaction sample. Digital PCR is then be used to detect aneuploidy, such as the trisomy that causes Down Syndrome. Since aneuploidies do not present a mutational change in sequence, and are merely a change in the number of chromosomes, it has not been possible to detect them in a fetus without resorting to invasive techniques such as amniocentesis or chorionic villi sampling. Digital amplification allows the detection of aneuploidy using massively parallel amplification and detection methods, examining, e.g., 10,000 genome equivalents.",[Stephen Quake][Hei-Mun Christina Fan],[The Board of Trustees of the Leland Stanford Junior University],"This application claims priority from U.S. Provisional Patent Application No. 60/764,420 filed on Feb. 2, 2006, which is hereby incorporated by reference in its entirety.",20070202,This invention was made with U.S. Government support under contract 0535870 awarded by the National Science Foundation. The U.S. Government has certain rights in this invention,"","","",""
07888031,20110215,Detection of polyketide synthetase gene expression in ,12206385,20090075286,20090319,"The present invention concerns an assay for the detection of polyketide synthetase (PKS) mRNA from the red tide dinoflagellate . Another aspect of the invention concerns NASBA primers and a molecular beacon that enable detection of mRNA of one of the PKS genes. In another aspect, the present invention includes an internal control RNA (IC-RNA) that enables quantitative detection of the target as well as correction for inhibition of amplification. The assay of the invention provides a rapid and specific detection of the putative toxin-producing genes of the Florida Red Tide Organism. The assay of the invention is useful for determining the virulence of red tide blooms.","[John H. Paul, III]",[University of South Florida],"The present application is a divisional of U.S. application Ser. No. 11/589,335, filed Oct. 30, 2006 now U.S. Pat. No. 7,422,857, which claims the benefit of U.S. Provisional Application Ser. No. 60/731,327, filed Oct. 28, 2005, each of which is hereby incorporated by reference herein in its entirety, including any figures, tables, nucleic acid sequences, amino acid sequences, and drawings.",20080908,"The subject matter of this application has been supported by research grants from the National Oceanic &amp; Atmospheric Administration (NOAA) under grant numbers NA16OP1437 and NA06NOS4780230 and a research grant from the National Science Foundation under grant number BES-0216305. Accordingly, the government has certain rights in this invention.",11589335,12206385,"",""
07888055,20110215,Polypeptide immobilization,11645095,20080064606,20080313,"A substrate comprises a surface, and a plurality of moieties, on at least a portion of the surface. The moieties are moieties of formula:  Surf-L-Q-T,  where -T comprises a reactant ligand, and Surf- designates where the moiety attaches to the surface. The substrate can be made into a protein chip by the reaction of a reactant ligand and a fusion polypeptide, where the fusion polypeptide includes a capture polypeptide moiety which corresponds to the reactant ligand. ",[Milan Mrksich][Christian Hodneland],[The University of Chicago],"This is a divisional of U.S. patent application Ser. No. 09/923,760, filed on Aug. 7, 2001, now U.S. Pat. No. 7,172,905 which is incorporated by reference herein.",20061221,The subject matter of this application was in part funded by the NSF (Grant nos. BES-9980850 and DMR-9808595). The government may have certain rights in this invention.,09923760,11645095,"",""
07888244,20110215,Threading-dislocation-free nanoheteroepitaxy of Ge on Si using self-directed touch-down of Ge through a thin SiOlayer,12420389,20090224285,20090910,"A method of forming a virtually defect free lattice mismatched nanoheteroepitaxial layer is disclosed. The method includes forming an interface layer on a portion of a substrate. A plurality of seed pads are then formed by self-directed touchdown by exposing the interface layer to a material comprising a semiconductor material. The plurality of seed pads, having an average width of about 1 nm to 10 nm, are interspersed within the interface layer and contact the substrate. An epitaxial layer is then formed by lateral growth of the seed pads over the interface layer.",[Sang M. Han][Qiming Li],[STC.UNM],"This application is a continuation application of U.S. patent application No.10/935,228 filed on Sep. 8, 2004, now U.S. Pat. No. 7,579,263, issued on Aug. 25, 2009, which claim priority to U.S. Provisional Patent Application Ser. No. 60/501,274 filed on Sep. 9, 2003, the disclosures of which are incorporated herein by reference.",20090408,This invention was made with government support under Award No. DMR-0094145 awarded by the National Science Foundation. The government has certain rights in the invention.,10935228,12420389,"",""
07888444,20110215,Production of isotactic and regiorandom polypropylene based polymer and block copolymers,12149112,20100029882,20100204,"One step ortho-alkylation of anilines with styrenes to give chiral anilines is obtained using a strong acid catalyst, e.g. CFSOH. Condensation of the product to give ligand and metallation gives complex which catalyzes polymerization of propylene to give isotactic propylene or regiorandom propylene of low PDI or blocks thereof, depending on polymerization temperature.",[Geoffrey W. Coates][Anna Cherian][Jeffrey M. Rose],"[Cornell Research Foundation, Inc.]","This application is a divisional of U.S. patent application Ser. No. 11/508,333, filed Aug. 23, 2006 now U.S. Pat. No. 7,560,523, which claims the benefit of U.S. Provisional Patent Application No. 60/710,876, filed Aug. 25, 2005, the whole of 60/710,876 having been incorporated in Ser. No. 11/508,333 by reference.",20080428,This invention was made at least in part with U.S. Government Support under U.S. Army Research Laboratory and U.S. Army Research Office Grant Number DAAD 19-02-1-0275 Macromolecular Architecture for Performance (MAP) MURI and making use of the Cornell Center for Materials Research Shared Experimental Facilities supported through the NSF MRSEC program (DMR-0079992). The U.S. Government has certain rights in the invention.,11508333,12149112,"",""
07888452,20110215,Low band gap semiconducting polymers,12197848,20090065059,20090312,"The invention provides a polymer of formula I:  wherein A, B, D, E, R, and Rhave any of the values defined in the specification, as well as electrical devices comprising such polymers. ",[Seth C. Rasmussen][Jon P. Nietfeld],[NDSU Research Foundation],"This application claims priority from U.S. Provisional Application No. 60/957,961, filed 24 Aug. 2007.",20080825,The invention described herein was made with government support under Grant Number CHE-0132886 awarded by the National Science Foundation. The United States Government has certain rights in the invention.,"","","",""
07888461,20110215,Snapin and methods for regulation of microtubule assembly and dendrite growth and branching,11887687,20090053745,20090226,Fragments of snapin important for interaction with cypin and thus regulating microtubule assembly are provided. Also provided are methods of use of said fragments and kits to facilitate said methods.,[Bonnie L. Firestein-Miller],"","This application claims priority to U.S. provisional patent application Ser. No. 60/667,774, filed Apr. 4, 2005, which is herein incorporated by reference.",20060404,"This invention was made with U.S. Government funds (NSF IBN 0234206). Therefore, the Government may have rights in this invention.","","",20071002,PCT/US2006/013218
