patentno,patpubdate,title,appno,priorpub,priorpubdate,abstract,invs,assignee,xref,filedate,govint,parentcase,childcase,date371,pctpubno
07673521,20100309,Embedded nanotube array sensor and method of making a nanotube polymer composite,10537944,20070138010,20070621,"A method of producing polymer/nanotube composites where the density and position of the nanotubes () within the composite ca be controlled. Carbon nanotubes () are grown from organometallic micropatterns. These periodic nanotube arrays are then incorporated into a polymer matrix () by deposing a curable polymer film on the as-grown tubes. This controlled method of producing free-standing nanotube/polymer composite films may be used to form nanosensor () which provide information regarding a physical condition of a material (), such as an airplane chassis or wing, in contact with the nanosensor ().",[Pulickel Ajayan][Emer Lahiff][Paul Stryjek][Chang Y. Ryu][Seamus Curran],[Rensselaer Polytechnic Institute],"This application claims priority to U.S. Provisional Application Ser. No. 60/431,834, filed Dec. 9, 2002, the disclosure of which is incorporated by reference herein in its entirety.",20031209,This invention was made with government support under NSF Contract No. DMR-0117792. The government has certain rights in the invention.,"","",20060807,PCT/US03/38746
07674873,20100309,Polycarbonates made using highly selective catalysts,11812106,20070255039,20071101,"Poly(propylene carbonates) are prepared from propylene oxide and COwith less than 10% cyclic propylene carbonate by product using cobalt based catalysts of structure  preferably in combination with salt cocatalyst, very preferably cocatalyst where the cation is PPN and the anion is Cl or OBzF. Novel products include poly(propylene carbonates) having a stereoregularity greater than 90% and/or a regioregularity of greater than 90%. ",[Geoffrey W. Coates][Zengquan Qin][Claire Tova Cohen],"[Cornell Research Foundation, Inc.]","This application is a Divisional of 11/244,231 filed Oct. 6, 2005 now U.S. Pat. No. 7,304,172 which claims benefit of 60/616,630 filed Oct. 8, 2004.",20070615,The invention was made at least in part with U.S. Government support under National Science Foundation Contract No. DMR-0079992. The U.S. Government has certain rights in the invention.,11244231,11812106,"",""
07674881,20100309,Convergent synthesis of proteins by kinetically controlled ligation,11545923,20070082378,20070412,"The present invention concerns methods and compositions for synthesizing a polypeptide using kinetically controlled reactions involving fragments of the polypeptide for a fully convergent process. In more specific embodiments, a ligation involves reacting a first peptide having a protected cysteyl group at its N-terminal and a phenylthioester at its C-terminal with a second peptide having a cysteine residue at its N-termini and a thioester at its C-termini to form a ligation product. Subsequent reactions may involve deprotecting the cysteyl group of the resulting ligation product and/or converting the thioester into a thiophenylester.",[Stephen Kent][Brad Pentelute][Duhee Bang][Erik Johnson][Thomas Durek],[The University of Chicago],"This application claims the benefit of U.S. Provisional Application Ser. No. 60/724,480 filed Oct. 7, 2005, the entire disclosure of which is specifically incorporated herein by reference.",20061010,This invention was made with government support under grant number DE-FG02-04ER63786 awarded by the Department of Energy and grant number DMR-0213745 awarded by the National Science Foundation MRSEC. The government has certain rights in the invention.,"","","",""
07674882,20100309,Silk biomaterials and methods of use thereof,11020650,20050260706,20051124,"The present invention provides an all-aqueous process and composition for production of silk biomaterials, e.g., fibers, films, foams and mats. In the process, at least one biocompatible polymer, such as poly(ethylene oxide) (PEO) (a well-documented biocompatible material), was blended with the silk protein prior to processing e.g., electrospinning. We discovered that this step avoids problems associated with conformational transitions of fibroin during solubilization and reprocessing from aqueous solution which lead to embrittled materials. Moreover, the process avoids the use of organic solvents that can pose problems when the processed biomaterials are exposed to cells in vitro or in vivo.",[David L. Kaplan][Hyoung-Joon Jin][Gregory Rutledge][Sergey Fridrikh],[Trustees of Tufts College][Massachusetts Institute of Technology],"This application is a Continuation of International Application No. PCT/US2003/019968 filed on Jun. 24, 2003, which designated the U.S., and which claims the benefit under 35 U.S.C. &#xA7; 119(e) of U.S. Provisional Application Nos. 60/390,929 filed on Jun. 24, 2002, 60/402,738 filed on Aug. 12, 2002, and 60/430,291 filed on Dec. 2, 2002.",20041223,"The subject matter of this application was made with support from the United States Government, National Institutes of Health (NIH) grant R01 DE13405-01A1, National Science Foundation grant DMR0090384, and United States Air Force grant F49620-01-C-0064.",PCT/US03/19968,11020650,"",""
07675990,20100309,"Space-time codes for linearly labelled PAM, PSK, QAM and related constellations using gray mapping",11552444,20070183528,20070809,"General algebraic space-time code constructions are presented for Gray-mapped 2-PSK, 2-PAM, and 4-QAM constellations. The space-time codes achieve the rate-diversity tradeoff—i.e., they allow the transmission of information at the maximum rate possible for the given signaling constellation and the achieved transmit diversity level. New codes created by applying a nonsingular linear or affine transformation to the constellation labels retain the optimality of the original codes with respect to the rate-diversity tradeoff. Extensions to p-PSK, p-PAM, p-QAM, and related constellations, for p prime, are also given.","[Arthur R. Hammons, Jr.]",[The Johns Hopkins University],"This application claims the benefit of prior filed U.S. provisional Application No. 60/729,522, filed on Oct. 24, 2005, and incorporated fully herein by reference.",20061024,This invention was made with Government support under National Science Foundation Grant No. CCR-0325781. The Government has certain rights in the invention.,"","","",""
07676351,20100309,Statistical analysis of coupled circuit-electromagnetic systems,11778568,20080015829,20080117,"A method and system for combining the process variations in circuits and distributed interconnect-based electromagnetic (EM) objects in order to capture a statistical behavior of overall circuit performance parameters. In an exemplary approach, a coupled circuit-EM system is decoupled at the points where the EM objects connect to the circuit portion, and circuit ports are defined at those points. The sources of variation are identified and used to determine Y-parameters for the ports with EM elements and for all EM elements based on the SPICE-like and EM full-wave simulations. A response surface is generated for each variable and is used to extract circuit and EM parameters by generating many random vectors representing combinations of the random variables. These Y-parameters are merged to produce a probability density function (PDF) of one or more performance metrics for the electronic device or system.",[Vikram Jandhyala][Arun V. Sathanur][Ritochit Chakraborty],[University of Washington],"This application is based on a prior copending provisional application, Ser. No. 60/807,462, filed on Jul. 14, 2006, the benefit of the filing date of which is hereby claimed under 35 U.S.C. &#xA7;119(e).",20070716,This invention was made with U.S. Government support under grant Nos. 0093102 and 0203518 awarded by the National Science Foundation (NSF). The U.S. Government has certain rights in the invention.,"","","",""
07676903,20100316,Microelectromechanical slow-wave phase shifter method of use,11782821,"","","/The present invention provides a method of use for a monolithic device utilizing cascaded, switchable slow-wave CPW sections that are integrated along the length of a planar transmission line. The purpose of the switchable slow-wave CPW sections element is to enable control of the propagation constant along the transmission line while maintaining a quasi-constant characteristic impedance. The method can be used to produce true time delay phase shifting components in which large amounts of time delay can be achieved without significant variation in the effective characteristic impedance of the transmission line, and thus also the input/output return loss of the component. Additionally, for a particular value of return loss, greater time delay per unit length can be achieved in comparison to tunable capacitance-only delay components.",[Thomas Weller][Balaji Lakshminarayanan],[University of South Florida],"This application is a divisional application of U.S. patent application Ser. No. 10/909,626, now U.S. Pat. No. 7,259,641, filed on Feb. 28, 2005, entitled: &#x201C;Microelectromechanical Slow-wave Phase Shifter Device and Method&#x201D;. This application claims priority to provisional application entitled: &#x201C;True Time Delay Phase Shifting Method and Apparatus with Slow-Wave Elements,&#x201D; filed Feb. 27, 2004 by the present inventors and bearing application No. 60/521,146.",20070725,This invention was developed under support from the National Science Foundation under grant/contract number ECS9875235; accordingly the U.S. government has certain rights in the invention.,10906626,11782821,"",""
07678140,20100316,Photoreceptor system for melatonin regulation and phototherapy,09853428,20010056293,20011227,"The present invention involves a light system for stimulating or regulating neuroendocrine, circadian, and photoneural systems in mammals based upon the discovery of peak sensitivity ranging from 425-505 nm; a light meter system for quantifying light which stimulates or regulates mammalian circadian, photoneural, and neuroendocrine systems. The present invention also relates to translucent and transparent materials, and lamps or other light sources with or without filters capable of stimulating or regulating neuroendocrine, circadian, and photoneural systems in mammals. Additionally, the present invention involves treatment of mammals with a wide variety of disorders or deficits, including light responsive disorders, eating disorders, menstrual cycle disorders, non-specific alerting and performance deficits, hormone-sensitive cancers, and cardiovascular disorders.",[George Brainard][Gena Glickman],"","This application claims priority under 35 U.S.C. &#xA7;119 based upon U.S. Provisional Patent Application No. 60/203,308 filed May 10, 2000 and upon U.S. Provisional Patent Application No. 60/228,493 filed Aug. 28, 2000.",20010510,This invention was made with government support under grants from NIH RO1NS36590 awarded by the National Institutes of Health; NSBIR/NASA HPF.002.08 (to GCB) awarded by the National Space Biology Research Institute in cooperation with the National Aeronautics and Space Administration; NSF IBN9809916 awarded by the National Science Foundation; and DOD R070HY (to MDR) awarded by the Department of Defense. The government has certain rights in the invention.,"","","",""
07678222,20100316,System and method for holographic optic trap bonding,11473398,20060291019,20061228,A system and method for bonding and unbonding of small objects using small adhesive particles. The system and method includes the use of a plurality of optical tweezers to manipulate objects to be bonded and adhesive particles suspended in a fluid. The objects to be bonded (or unbonded) and the adhesive particles are positioned by lower power optical tweezers and then an intense bonding optical tweezer is activated to cause the adhesive to join the objects together (or used to unbond objects).,[David G. Grier][Kosta Ladavac][Joy M. Barker],"[The United States of America as represented by the Secretary of Commerce, The National Institute of Standards &amp; Technology][New York University]","The present application claims priority to U.S. Provisional Application No. 60/693,876, filed on Jun. 24, 2005 and incorporated herein by reference in its entirety.",20060623,This work was supported by the National Science Foundation through Grant Number DBI-0233971 and DMR-0451589.,"","","",""
07678423,20100316,System and method for depositing thin layers on non-planar substrates by stamping,11711115,20080202673,20080828,"An elastomeric stamp is used to deposit material on a non-planar substrate. A vacuum mold is used to deform the elastomeric stamp and pressure is applied to transfer material from the stamp to the substrate. By decreasing the vacuum applied by the vacuum mold, the elasticity of the stamp may be used to apply this pressure. Pressure also may be applied by applying a force to the substrate and/or the stamp. The use of an elastomeric stamp allows for patterned layers to be deposited on a non-planar substrate with reduced chance of damage to the patterned layer.",[Stephen Forrest][Xin Xu][Xiangfei Qi][Marcelo Davanco],[The Regents of the University of Michigan][The Trustees of Princeton University],"",20070227,This invention was made with U.S. Government support under Contract No. FA9550-06-1-0254 awarded by the Air Force Office of Scientific Research and Contract No.: DMR0213706 awarded by the NSF. The government has certain fights in this invention.,"","","",""
07678545,20100316,Polyelectrolyte multilayer films at liquid-liquid interfaces and methods for providing and using same,11483891,20090023155,20090122,"The present invention is directed to methods for providing a polyelectrolyte multilayer film at a liquid-liquid interface. Such methods include steps of sequentially-depositing layers of cationic and anionic polyelectrolytes at a liquid-liquid interface that is formed between immiscible first and second liquids whereby a polyelectrolyte multilayer film is provided at the liquid-liquid interface. In certain preferred embodiments, the first liquid is an aqueous solution and the second liquid is a liquid crystal. In alternative embodiments, the first liquid is an aqueous solution and the second liquid is an oil. The invention further encompasses polyelectrolyte multilayer films provided by the disclosed methods as well as applications utilizing such materials.",[Nicholas Abbott][Nathan A. Lockwood][Katie D. Cadwell][Frank Caruso][Elvira Tjipto],[Wisconsin Alumni Research Foundation],"The present utility patent application claims the benefit of U.S. Provisional 60/697,432, filed Jul. 8, 2005, which is incorporated by reference herein in its entirety.",20060710,This invention was made with United States government support awarded by the National Science Foundation&#x2014;Grant Nos. CTS-0327489 and DMR-0079983. The United States has certain rights in this invention.,"","","",""
07678554,20100316,Nucleic acid shuffling,10101461,20030027180,20030206,Disclosed is a method of altering a nucleic acid. The method includes fragmenting a parent nucleic acid strand to generate nucleic acid fragments. At least a subset of the fragments are ligated to generate shuffled nucleic acid strands. A selected strand is identified from the shuffled nucleic acid strands for a criterion.,[David R. Liu][Joshua A. Bittker],[President and Fellows of Harvard College],"This application claims priority to U.S. Application Ser. No. 60/277,015, filed on Mar. 19, 2001, the contents of which is incorporated by reference in its entirety.",20020319,This invention was made with government support under MCB-0094128 awarded by the National Science Foundation. The government has certain rights in the invention.,"","","",""
07678838,20100316,Nanothin polymer films with selective pores and method of use thereof,11888739,20080286549,20081120,"A method of preparing nanothin polymer films having uniform and selectively sized pores utilizing pore forming templates. Lipids and pore forming templates are dissolved into a first solution. The solvent is removed thereby creating a lipid bilayer with pore forming templates dispersed throughout. The bilayer is hydrated and monomers and crosslinkers are added to create a second solution. A nanothin film with pore forming templates is created through polymerization of said second solution. The pore forming templates are dissolved into a third solution by addition of a chemical in which the pore forming template is soluble, but the lipid bilayer is insoluble. This third solution is separated from the mixture leaving a nanothin polymer film with pores of a uniform thickness and surface area. In summary, the guided assembly method presented here suggests a new general strategy for the fabrication of nanothin materials with controlled permeability, which provides improvements over the currently existing technology.",[Evgueni Pinkhassik][Delia Cesara Danila][Larry Todd Banner],[University of Memphis Research Foundation],"This application claims the benefit of U.S. Provisional Patent Application No. 60/821,450, filed Aug. 4, 2006, entitled &#x201C;Nanothin Polymer Films with Selective Pores and Method of Use Thereof,&#x201D; which is hereby incorporated by reference in its entirety.",20070802,"This invention was made, in part, with federal grant money under NSF grant CHE-0349315. The United States Government has certain rights in this invention.","","","",""
07679079,20100316,Nanoscale self-assembled organic dielectrics for electronic devices,11181132,"","","Organic thin film transistor and related composite and device structures comprising an organic dielectric medium comprising, for instance, a non-linear optical chromophoric moiety.",[Tobin J. Marks][Antonio Facchetti][Myung-Han Yoon],[Northwestern University],"This application claims priority benefit from provisional application Ser. No. 60/587,929, filed Jul. 14, 2004, the entirety of which is incorporated herein by reference.",20050714,"The United States government has certain rights to this invention pursuant to National Science Foundation-MRSEC Grant No. DMR-0076097 and Office of Naval Research Grant No. N00014-02-1-0909, both to Northwestern University.","","","",""
07679416,20100316,High speed clock distribution transmission line network,11596968,20080030252,20080207,"The invention is directed to a method for clock distribution and VLSI circuits include a clock distribution network. In a method of the invention, a transmission lines are patterned as to connect a clock tree and a periodic waveform clock, preferably a sine waveform, is used to control clock skew, even at frequencies extending into the gigahertz range. In an exemplary embodiment of the invention, an overlay includes differential pairs of transmission lines that connect the drivers of a clock distribution tree. In preferred embodiments of the invention, an H-tree clock distribution scheme is overlayed with a spiral of transmission lines, each realized by a differential conductors and driven using a sinusoidal standing wave to distribute global clock signals into local regions of the chip. Each transmission line connects drivers in the H-tree that are at the same level of the H-tree. In a VLSI chip according to an embodiment of the invention, the transmission line overlay delivers sinusoidal clock signals to local areas that are locally converted into digital clock signals. The invention thus presents a passive technique for clock distribution.",[Chung-Kuan Cheng][Hongyu Chen],[The Regents of the University of California],"Applicants claim priority benefits under 35 U.S.C. &#xA7;119 on the basis of Patent Application No. 60/573,922, filed May 24, 2004.",20050523,This invention was made with Government assistance under NSF Grant No. CCR9987678. The Government has certain rights in this invention.,"","",20070306,PCT/US2005/018176
07679563,20100316,Reconfigurable frequency selective surfaces for remote sensing of chemical and biological agents,10586117,20080224947,20080918,"An improved frequency selective surface (FSS) comprises a periodically replicated unit cell, the unit cell including a material having a first electrical conductivity in the presence of an external condition, and a second electrical conductivity in the absence of an external condition, or in the presence of a modified external condition. For example, the material may be a chemoresistive material, having an electrical conductivity that changes in the presence of a chemical or biological analyte, i.e. having a first value of electrical conductivity in the presence of the analyte, and a second value of electrical conductivity in the absence of the analyte.",[Douglas H. Werner][Theresa S. Mayer][Jeremy A. Bossard][Robert P. Drupp][Xiaotao Liang][Ling Li],[The Penn State Research Foundation],"This application claims priority to U.S. Provisional Patent Application Ser. No. 60/536,444, filed Jan. 14, 2004, the entire content of which is incorporated herein by reference.",20050114,"This work was supported by the National Science Foundation under Grant No. DMR 0213623, and under DARPA grant HR0011-05-C-0015. Accordingly, the United States Government may have certain rights in this invention.","","",20060816,PCT/US2005/001295
07681736,20100323,VacuMag magnetic separator and process,11248941,20060096894,20060511,"An apparatus for separating a stream of particles with individual sizes smaller than 300 μm and magnetic properties ranging from collective magnetism as in ferromagnetism to paramagnetism to diamagnetism. The apparatus includes a plurality of stages for separating a stream of particles. The apparatus includes a magnetic component producing a magnetic force associated with each stage. The apparatus includes an aerodynamic component producing an aerodynamic force associated with each stage, where the more magnetic component or components of a feed of particles for each stage is separated and either or both the less magnetic product and the more magnetic product of each stage are the feed for separate succeeding stages with each stage and where the magnetic and aerodynamic forces along with gravimetric forces of each stage are chosen to separate more strongly magnetic particles from less magnetic particles.A method for separating a stream of particles with individual sizes smaller than 300 μm and magnetic properties ranging from collective magnetism as in ferromagnetism to paramagnetism to diamagnetism.",[Edward D. Brandner][Russell E. Jamison],"[EXPORTech Company, Inc.]","This application claims priority from U.S. provisional patent application 60/618,402, filed Oct. 13, 2004 incorporated by reference herein.",20051011,This invention was made with Government support under Grant DMI-9983422 awarded by the National Science Foundation. The Government has certain rights in this invention.,"","","",""
07682473,20100323,"Ti, Al and Nb alloys",11583666,20070084530,20070419,A method for forming a finished implant prosthesis which comprises:  ,[Carl J. Boehlert],[Board of Trustees of Michigan State University],"This application claims benefit to Provisional Application Ser. No. 60/728,130, filed Oct. 19, 2005 which is incorporated herein by reference in its entirety.",20061018,This invention was made under National Science Foundation Grant Nos. DMR-0134789 and 0533954. The U.S. government has certain rights to this invention.,"","","",""
07682497,20100323,Thermo-gelling matrices for microchannel DNA sequencing,11174082,"","","Polymeric compounds and related methods and apparatus, as can be used in a wide range of RNA and DNA separations.",[Annelise E. Barron][Cheuk-Wai Kan],[Northwestern University],"This application claims priority benefit from provisional application Ser. No. 60/584,415 filed Jun. 30, 2004, the entirety of which is incorporated herein by reference.",20050630,"The United States government has certain rights to this invention pursuant to Grant No. 1 R01 HG 019770-01 from the National Institutes of Health and Grant No. DMR-0076097 from the National Science Foundation, to Northwestern University.","","","",""
07682523,20100323,Fluorescent security ink using carbon nanotubes,10572720,20070062411,20070322,"The present invention is directed toward fluorescent inks and markers comprising carbon nanotubes. The present invention is also directed toward methods of making such inks and markers and to methods of using such inks and markers, especially for security applications (e.g., anti-counterfeiting). Such inks and markers rely on the unique fluorescent properties of semiconducting carbon nanotubes.",[R. Bruce Weisman][Sergei M. Bachilo][Eric Christopher Booth],[William Marsh Rice University],"This Application claims priority to U.S. Provisional Patent Application Ser. No. 60/500,394, filed Sep. 5, 2003.",20040902,"The present invention was made with support from the Robert A. Welch Foundation, Grant No. C-0807; and the National Science Foundation, Grant No. CHE-9900417.","","",20060801,PCT/US2004/028603
07682970,20100323,Maskless nanofabrication of electronic components,11478294,20100035375,20100211,"The present invention relates to systems, materials and methods for the formation of conducting, semiconducting, and dielectric layers, structures and devices from suspensions of nanoparticles. Drop-on-demand systems are used in some embodiments to fabricate various electronic structures including conductors, capacitors, FETs. Selective laser ablation is used in some embodiments to pattern more precisely the circuit elements and to form small channel devices.",[Constantine P. Grigoropoulos][Seung-Hwan Ko][Jaewon Chung][Dimos Poulikakos][Heng Pan],[The Regents of the University of California],"This application is a continuation-in-part of application Ser. No. 10/621,046, filed Jul. 16, 2003, the entire contents of which is incorporated herein by reference for all purposes.",20060629,This invention was made in part with Government support under Grant (contract) No. CTS-0417563 awarded by the National Science Foundation. The Government has certain rights to this invention.,10621046,11478294,"",""
07683232,20100323,Production of olefins having a functional group,11137770,20060014840,20060119,"A process is disclosed for producing functionalized olefins from a fuel source including an organic compound including a functional group. Useful fuel sources include, for example, biofeedstocks (e.g., carbohydrates, triglycerides, polyols, and biodiesel). The process is preferably carried out by partial oxidation. The overall process can be carried out autothermally.",[Lanny D. Schmidt][Ramanathan Subramanian],[Regents of the University of Minnesota],"The present application claims the benefit of U.S. Provisional Application No. 60/574,381, filed on 25 May 2004, which is incorporated herein by reference in its entirety.",20050525,"The present invention was made with support from the National Science Foundation, Grant No. CTS-0211860. The government may have certain rights in this invention.","","","",""
07683323,20100323,Organic field effect transistor systems and methods,12077723,20080283751,20081120,"An OFET on a pyroelectric or piezoelectric substrate, such as PVDF, can provide highly adaptable and manufacturable radiation or acoustic sensing. Local charge amplification can be provided, such to construct an array of sensing pixels, which can be configured in an active or passive matrix. A susceptor or guide element can be provided. Systems, devices, methods of making, and methods of using are among the examples described.",[Ioannis Kymissis],[The Trustees of Columbia University in the City of New York],"This patent application claims the benefit of priority, under 35 U.S.C. Section 119(e), to Kymissis U.S. Provisional Patent Application Ser. No. 60/895,897, entitled &#x201C;PIEZOELECTRIC OR PYROELECTRIC ELECTRONIC SENSOR SUCH AS FOR IMAGING APPLICATIONS,&#x201D; filed on Mar. 20, 2007, which is incorporated herein by reference in its entirety.",20080320,This invention was made with government support under contract ECS-0644656 awarded by NSF. The government has certain rights in the invention.,"","","",""
07684098,20100323,Optical security system using fourier plane encoding,11867597,20080074745,20080327,"A system for encrypting a set of data may include a signal source, and a first, second, third, and fourth subsystem. The first subsystem may receive a first signal from the signal source and provide as output therefrom a first output signal. The second subsystem may receive a second signal from the signal source and provide as output therefrom a second output signal. The third subsystem may combine the first and second output signals. The fourth subsystem may acquire a set of encrypted data.",[Bahram Javidi][Ahouzi Esmail][Guansheng Zhang],[University of Connecticut],"This is a divisional application of application Ser. No. 11/424,129, filed Jun. 14, 2006, priority to which is claimed herein and which is incorporated herein by reference. application Ser. No. 11/424,129 is a divisional application of application Ser. No. 09/493,692 filed Jan. 28, 2000, which claims the benefit of U.S. provisional application No. 60/117,872, filed Jan. 29, 1999, priority to both of which is claimed herein and both of which are incorporated herein by reference.",20071004,This application was supported by the USAF Rome Lab grant F19628-95-C-0136 and the National Science Foundation.,11424129,11867597,"",""
07684147,20100323,Magnetoelectronic devices based on colossal magnetoresistive thin films,10582813,20070096228,20070503,"The present invention is directed to the use of perovskite manganite thin films and other magnetic films that exhibit both planar Hall effect and biaxial magnetic anisotropy to form the active area in magnetic sensor devices and in magnetic bit cells used in magnetoresistive random access memory (MRAM) devices. The manganite thin films of the invention are ferromagnetic manganites of the formula RAMnO, wherein R is a rare-earth metal, A is an alkaline earth metal, and x is generally between about 0.15 and about 0.5.",[Charles Ahn][Lior Klein][Yosef Basson][Xia Hong][Jeng-Bang Yau],"","This application is a National Stage application of International Application No. PCT/US2004/042200, filed Dec. 15, 2004, which claims the benefit of priority to U.S. Provisional Patent Application No. 60/529,676, filed on Dec. 15, 2003, the subject matter of which is herein incorporated by reference in its entirety.",20041215,"This invention was partially made with U.S. Government support from the National Science Foundation Research Award No. DMR-0134721 and the Air Force Office of Scientific Research Award No. F49620-01-1-0330. Accordingly, the U.S. Government may have certain rights in this invention.","","",20060614,PCT/US2004/042200
07684664,20100323,Microresonator optical switch,11522802,20070071386,20070329,An optical switch includes a microresonator comprising a plurality of nanoparticles. The microresonator is configured to receive signal light having a signal wavelength and to receive a pump pulse having a pump wavelength. At least a portion of the microresonator is responsive to the pump pulse by undergoing a refractive index change at the signal wavelength.,[Michel J. F. Digonnet][Anuranjita Tewary][Mark Brongersma],[The Board of Trustees of the Leland Stanford Junior University],"This application claims the benefit of priority to U.S. Provisional Patent Application No. 60/717,637, filed Sep. 16, 2005, which is incorporated in its entirety by reference herein.",20060918,This invention was made with U.S. Government support under contract 0444731 awarded by the National Science Foundation. The U.S. Government has certain rights in this invention.,"","","",""
07684709,20100323,Fiber aided wireless network architecture,11540975,20080080868,20080403,"A FAWNA that allows high-speed mobile connectivity by leveraging the speed of optical networks. Specifically, SIMO FAWNA, which comprises a SIMO wireless channel interfaced with a fiber channel through wireless-to-optical interfaces. Received wireless signal at each interface are sampled and quantized prior to transmission. The capacity of the FAWNA approaches the capacity of the architecture exponentially with fiber capacity. It is also shown that for a given fiber capacity, there is an optimal method of operating wireless bandwidth and number of interfaces. An optimal method to divide the fiber capacity among the interfaces is shown, which ensures that each interface is allocated a rate so that noise is dominated by front end noise rather than by quantization distortion. A method is also presented in which, rather than dynamically changing rate allocation based on channel state, a less complex, fixed rate allocation may be adopted with very small loss in performance.",[Siddharth Ray][Muriel Medard][Lizhong Zheng],[Massachusetts Institute of Technology],"",20060929,This invention was made with government support awarded by The National Science Foundation (NSF) under Grant Nos. CNS-0434974 and ANI-0335256 and by the U.S. Air Force under Grant No. F49620-01-1-0365. The Government has certain rights in this invention.,"","","",""
07684868,20100323,Microfabricated devices for wireless data and power transfer,11272382,20060121639,20060608,"This invention relates to the design and fabrication of micro electromechanical systems (MEMS) for applications in such varied fields as the biomedical, micro-fluidics and chemical analysis fields.",[Yu-Chong Tai][Damien C. Rodger][Wen Li][Mark Humayun][James D. Weiland],[California Institute of Technology],"This application claims priority to U.S. Provisional Application Ser. No. 60/626,980 filed Nov. 10, 2004, the disclosure of which is incorporated herein by reference.",20051110,The invention was funded in part by Grant Nos. EEC-0310723 awarded by the National Science Foundation and by Grant No. EEC-9402726 awarded by the National Science Foundation. The government may have certain rights in the invention.,"","","",""
07685112,20100323,Method and apparatus for retrieving and indexing hidden pages,11570330,20080097958,20080424,"A method and system for autonomously downloading and indexing Hidden Web pages from Websites includes the steps of selecting a query term and issuing a query to a site-specific search interface containing Hidden Web pages. A results index is then acquired and the Hidden Web pages are downloaded from the results index. A plurality of potential query terms are then identified from the downloaded Hidden Web pages. The efficiency of each potential query term is then estimated and a next query term is selected from the plurality of potential query terms, wherein the next selected query term has the greatest efficiency. The next selected query term is then issued to the site-specific search interface using the next query term. The process is repeated until all or most of the Hidden Web pages are discovered.",[Alexandros Ntoulas][Junghoo Cho][Petros Zerfos],[The Regents of the University of California],"This Application is a U.S. National Stage filing under 35 U.S.C. &#xA7;371 of International Application No. PCT/US2005/018849, filed 17 May 2005, which claims priority of U.S. Provisional Patent Application No. 60/580,543 filed on Jun. 17, 2004. The contents of the aforementioned application is hereby incorporated herein by reference in its entirety. Priority to the aforementioned application is hereby expressly claimed in accordance with 35 U.S.C. &#xA7;&#xA7;119, 120, 365 and 371 and any other applicable statutes.",20050527,This invention was made with Government support of Grant number 9986679 awarded by the National Science Foundation. The government has certain rights in this invention.,"","",20061208,PCT/US2005/018849
07687432,20100330,Mesh-adjustable molecular sieve,11738730,20080184883,20080807,"A metal-organic framework-based mesh-adjustable molecular sieve (MAMS) exhibiting a temperature-dependent mesh size. The MAMS comprises a plurality of metal clusters bound with a plurality of amphiphilic ligands, each ligand comprising a hydrophobic moiety and a functionalized hydrophilic moiety, and wherein the metal clusters and amphiphilic ligand functionalized hydrophilic moieties form a metal cluster layer, the metal cluster layer forming at least one hydrophilic pore. On each side of the metal cluster layer, a plurality of associated amphiphilic ligand hydrophobic moieties cooperate with the metal cluster layer to form a tri-layer and a plurality of tri-layers are packed in a facing-spaced apart relationship to form at least one hydrophobic pore.",[Hong-Cai Zhou][Shengqian Ma],[Miami University],"This application claims the benefit of U.S. Provisional Application No. 60/899,115 filed Feb. 2, 2007.",20070423,This invention was made in the course of research partially supported by a grant from the National Science Foundation (CHE-0449634). The government has certain rights in this invention.,"","","",""
07687500,20100330,"Substituted oxetanes, method of making, and method of use thereof",12019010,20080139566,20080612,"Oxetane-containing nucleosides, particularly non-reducing psiconucleoside oxetanes are described herein. Therapeutic application of these oxetane compounds toward the treatment of nucleoside analog related disorders such as disorders involving cellular proliferation and infection are also described.",[Amy R. Howell][Rosa C. Taboada][Stewart K. Richardson],[The University of Connecticut],"This application is a divisional of and claims priority to U.S. patent application Ser. No. 10/992,805, filed Nov. 19, 2004, which in turn claims the priority of U.S. Patent Application Ser. No. 60/524,099, filed Nov. 21, 2003. Each of the foregoing patent applications is incorporated herein by reference herein in its entirety.",20080124,The U.S. Government has certain rights in this invention pursuant to NSF Grant No. 0111522.,10992805,12019010,"",""
07687582,20100330,"Methods of production, purification, and processing of poly(heteroaromatic) block copolymers with improved solubility or dispersability",10954621,"","","This invention relates to improved methods for the preparation, purification, and processing of poly(heteroaromatic) block copolymers, as well as compositions prepared by these methods. Methods relate to preparation of multiblock and triblock copolymers of intrinsically conducting polymers (ICPs) containing at least one block of a poly(heteroaromatic) polymer and at least two blocks of a non-conducting polymer. This invention provides polymer solutions or dispersions of improved stability and better film-forming properties. The poly(heteroaromatic) block copolymers are obtained in their conducting or doped form, and are retained in a solvated, wet form throughout the production and purification processes. Stable solutions or dispersions of the purified copolymers in organic solvents, water, or mixtures thereof are provided. Stable solutions or dispersions of ICPs are useful in the preparation of semiconducting and conducting films, blends, and coatings on a variety of substrates using standard processing and coating techniques.",[Silvia D. Luebben][Shawn A. Sapp],"[TDA Research, Inc.]","This application is a continuation-in-part of U.S. patent application Ser. No. 10/234,968, filed Sep. 3, 2002 which claims priority under 35 U.S.C. 119(e) from U.S. provisional application 60/316,607, filed Aug. 31, 2001. Each of these applications is incorporated by reference herein in its entirety.",20040930,"This invention was made, at least in part, with funding from the National Science Foundation and the Department of Defense, Contract Nos. DMI-0110105 and F49620-03-C-0065. Accordingly, the United States government has certain rights in the invention.",10234968,10954621,"",""
